Genre,TrackCount
"cumbia, chicha, huayno, electrocumbia, cumbia nortena",1
"opm, pinoy rock, pinoy alternative, harana, p-pop",1
"epadunk, dansband, ragga",1
"amapiano, gqom, private school piano, 3 step, bacardi",1
"neo soul, r&b, quiet storm",1
"afro soul, afropop, afro r&b",1
"bongo flava, singeli, afrobeats, afrobeat, afropop",1
"opm, p-pop, kundiman",1
"v-pop, vietnam indie, city pop",1
"gospel, brazilian gospel",1
"merengue, bachata, mambo, tropical music",1
"k-rap, experimental hip hop",1
"bollywood, telugu pop, tollywood",1
"3 step, afro house, gqom, private school piano, amapiano, afro soul",1
"mpb, nova mpb, samba",1
"deathcore, death metal, metal, metalcore",1
"indonesian pop, malay, indorock",1
"sufi, qawwali, soundtrack",1
"rap quebecois, chanson quebecoise, folk quebecois, pop quebecoise",1
"rock en espanol, latin rock, argentine rock, ska, murga",1
"bolero, ranchera, mariachi",1
"brazilian rock, mpb, brazilian pop",1
"banda, mariachi, ranchera, grupera, norteno, musica mexicana",1
"bangla pop, hindi pop, bollywood",1
"salsa choke, reggaeton",1
"salsa, timba, son cubano, cumbia",1
"k-ballad, k-pop",1
"brooklyn drill, drill, new york drill",1
"hindi pop, bollywood, gujarati pop, desi, hindi indie",1
"argentine rock, latin indie",1
"funk, trap funk, funk consciente, brazilian funk",1
"guaracha, chilean mambo, reggaeton chileno, chilean trap, mambo, exotica",1
"cumbia, cumbia sonidera, cumbia nortena",1
"chinese hip hop, taiwanese indie, taiwanese pop, chinese r&b, mandopop, chinese indie",1
"hard house, uk garage",1
"marathi pop, bollywood, devotional, bhajan, desi, tamil dance, hindi pop, tamil pop",1
"classic rock, folk rock, singer-songwriter, roots rock",1
"funk rock, alternative rock, rock",1
"pop punk, emo",1
"taiwanese indie, taiwanese pop, chinese indie",1
"corrido, corridos belicos, norteno, banda, sierreno",1
"sufi, marathi pop, bollywood, qawwali",1
"chinese r&b, chinese hip hop, chinese indie, mandopop, c-pop, taiwanese pop",1
"amapiano, 3 step, gqom, private school piano, afropiano, afro house",1
"t-pop, thai pop, thai hip hop, luk thung",1
"funk, trap funk, brazilian funk, funk consciente",1
"piseiro, forro, arrocha, brega, sertanejo, seresta",1
"uk drill, grime, drill, uk grime",1
"guaracha, reggaeton chileno, rkt, chilean trap, exotica, chilean mambo, turreo",1
"finnish rock, finnish pop",1
"sierreno, banda, corrido, norteno, sad sierreno",1
"banda, corrido, norteno, corridos belicos",1
"afrobeats, afrobeat, alte, afropiano, afropop, afro adura",1
"opm, pinoy alternative, pinoy rock, p-pop",1
"chinese hip hop, mandopop, chinese r&b, taiwanese pop, c-pop",1
"nu metal, alternative metal, rap metal, shoegaze, rock",1
"brazilian funk, brega funk",1
"afro house, melodic house, tribal house, latin house, house",1
"techengue, rkt",1
"minimal techno, techno, electro",1
"dancehall, reggae, ragga, riddim, soca, lovers rock",1
"khaleeji, arabic hip hop, egyptian pop",1
"afroswing, alte, uk r&b, afro r&b, afrobeats, afrobeat, afro soul",1
"rai, moroccan chaabi, algerian chaabi, moroccan pop, gnawa",1
"corrido, norteno, cumbia nortena, musica mexicana, banda",1
"3 step, amapiano, gqom, afro house, private school piano, afropiano",1
"ghazal, sufi, qawwali",1
"sufi, qawwali, ghazal",1
"brazilian funk, funk pop, funk carioca, brega funk, brazilian pop",1
"chinese hip hop, chinese r&b, mandopop, taiwanese pop, taiwanese indie, c-pop, chinese indie",1
"mandopop, chinese r&b, taiwanese pop, c-pop",1
"amapiano, 3 step, private school piano, gqom, afro house, afropiano",1
"amapiano, private school piano, 3 step, gqom, afropiano, afro house",1
"dangdut, lagu timur, malay, funkot, malay rap",1
"devotional, bhajan, telugu pop, tollywood",1
"guaracha, funkot, desi, sufi, qawwali",1
"chinese r&b, mandopop, taiwanese pop, c-pop, chinese indie",1
speedcore,1
"gothic metal, industrial metal, gothic rock, medieval metal, industrial, industrial rock",1
"cantopop, c-pop, taiwanese pop, mandopop",1
hiplife,1
reggae rock,1
"polka, chamame, latin folklore",1
"polka, latin folklore, chamame, traditional music",1
"cumbia, murga",1
"argentine rock, murga",1
"amapiano, bacardi, gqom, 3 step, private school piano",1
"brazilian funk, agronejo",1
"mandopop, gufeng, c-pop, chinese r&b",1
"southern thai music, thai rock, luk thung, thai pop",1
"cumbia, chamame",1
"amapiano, afropiano, gqom, bacardi, afrobeats, afrobeat",1
"afro soul, afro r&b",1
"latin house, bass house, g-house, tech house",1
"3 step, amapiano, gqom",1
"kannada pop, tamil pop, telugu pop, sandalwood",1
"lagu timur, malay rap, malay, maluku, indonesian pop, hipdut",1
"rap quebecois, moroccan pop, moroccan rap, moroccan chaabi",1
"banda, sierreno, corrido, norteno, musica mexicana",1
"nigerian drill, afropiano, amapiano, afrobeat",1
"3 step, gqom, afro tech, amapiano, private school piano, afro house",1
"amapiano, private school piano, gqom, afropiano, 3 step, bacardi",1
"afrobeats, afro r&b, afrobeat, afropop, afro soul, afropiano, alte",1
"turkish pop, karadeniz folk, arabesk",1
"french indie pop, french house",1
"german indie, german indie pop, neue deutsche welle",1
latin folklore,1
"dancehall, roots reggae",1
"gujarati garba, bollywood, hindi pop, desi",1
"guaracha, rkt, reggaeton chileno, exotica, chilean trap, turreo",1
"afro adura, soca",1
"french indie pop, french pop",1
"southern thai music, luk thung",1
"bacardi, maskandi, amapiano, gqom",1
"3 step, afro tech, private school piano, gqom, amapiano, afro house",1
"amapiano, gqom, 3 step, bacardi, private school piano",1
"rkt, turreo, guaracha, techengue",1
"guaracha, techengue, rkt",1
"c-pop, k-pop",1
"j-pop, j-rock, art pop",1
"afrobeats, hiplife, afrobeat, afropop, afro r&b, azonto, afropiano, afroswing, highlife",1
"opm, pinoy rock, pinoy alternative, p-pop",1
"amapiano, private school piano, 3 step, gqom, afro tech, afropiano",1
"amapiano, private school piano, 3 step, gqom, afropiano, bacardi",1
"brazilian funk, trap funk, funk de bh, funk consciente",1
"norsk rock, norwegian pop",1
"post-grunge, alternative metal, rock",1
"southern thai music, luk thung, thai rock, phleng phuea chiwit, thai pop",1
"southern thai music, thai rock, luk thung, phleng phuea chiwit, thai pop",1
"afropop, 3 step, afro soul",1
"afro adura, nigerian drill",1
"dansband, norwegian pop",1
"brazilian trap, trap funk, brazilian funk, funk consciente",1
"french rap, drill, shatta",1
"j-rap, hip hop",1
punto guajiro,1
"opm, harana, p-pop, pinoy r&b, kundiman, pinoy indie",1
"thai rock, thai pop, thai indie pop",1
"taiwanese indie, chinese indie, taiwanese pop, mandopop, c-pop",1
"bacardi, maskandi, gqom, amapiano, afropop",1
"chilean mambo, reggaeton chileno, chilean trap",1
"witch house, cloud rap",1
darkwave,1
"hard house, acid techno, techno, trance",1
"amapiano, private school piano, gqom, bacardi, 3 step",1
"3 step, amapiano, private school piano, afropop, afro soul, gqom",1
"fuji, highlife",1
"guaracha, tribal house, electronica",1
"guaracha, techengue, rkt, murga",1
"hard techno, techno, acid techno, tekno",1
"guaracha, exotica",1
"german hip hop, german indie, german pop, german indie pop",1
"neue deutsche welle, schlager, schlagerparty",1
"afro adura, afrobeat, afrobeats, nigerian drill, afropop, afropiano, afro soul",1
"afro adura, afropiano, afrobeats, afrobeat, amapiano",1
"afrobeats, afrobeat, afropop, alte, afropiano, afro r&b, amapiano",1
"highlife, amapiano, afropiano, nigerian drill, bongo piano, afrobeat",1
"shatta, dancehall, moombahton",1
"gqom, 3 step, amapiano, ndombolo, afro tech, afro soul, afro house, afropop",1
"vocaloid, j-pop",1
"pinoy r&b, pinoy hip hop",1
"thai pop, thai indie pop, t-pop",1
"alte, afrobeats, afropiano, afrobeat, nigerian drill, afroswing",1
"screamo, post-hardcore, metalcore, emo",1
"indonesian hip hop, lagu timur, hipdut, maluku, malay rap",1
"electro corridos, corrido, dembow belico, corridos tumbados, corridos belicos",1
"3 step, amapiano, gqom, afropop, maskandi, bacardi, private school piano",1
"3 step, afropop, gqom, maskandi, afro soul, afro tech, amapiano, private school piano",1
"bhojiwood, bhojpuri pop, bhajan",1
"taiwanese indie, chinese rock, chinese indie, taiwanese pop",1
"vietnamese hip hop, vietnamese lo-fi, vietnam indie, v-pop",1
"indonesian pop, malay, indonesian r&b",1
"malay rap, malay, malay pop, hipdut, malaysian pop",1
"piseiro, forro, arrocha, sertanejo, seresta, brega",1
"colombian pop, popular colombian music",1
"flamenco, flamenco pop, bachata",1
"corridos tumbados, corrido, electro corridos, sad sierreno, corridos belicos, reggaeton mexa",1
"latin house, techengue, afro house, tribal house",1
"samba, mpb, bossa nova",1
"reggaeton chileno, guaracha, chilean mambo, chilean trap, mambo",1
"tropical house, deep house",1
"afro house, latin house, tribal house, afro tech",1
"space rock, stoner rock, psychedelic rock, stoner metal, neo-psychedelic, sludge metal, krautrock",1
"latin r&b, trap latino",1
bass music,1
dark ambient,1
"reggae rock, reggae",1
"mambo, chilean mambo",1
"punk, proto-punk, celtic punk",1
"mexican hip hop, latin hip hop, g-funk, gangster rap",1
"mexican indie, latin indie, latin alternative, rock en espanol",1
"guaracha, tribal house, latin house, electronica",1
"brooklyn drill, new york drill, drill, uk drill",1
"metalcore, deathcore, djent",1
"reggaeton chileno, reggaeton, chilean trap, chilean mambo",1
"corrido, mexican hip hop, corridos belicos, corridos tumbados",1
"rock en espanol, latin rock, mexican rock, latin alternative",1
"banda, sierreno, norteno, mariachi",1
"spanish-language reggae, dancehall",1
"downtempo, lounge, nu jazz, trip hop",1
"neue deutsche welle, german pop, schlager",1
"industrial metal, metal, industrial rock, industrial",1
"salsa, timba, son cubano, bachata",1
"pop urbano, colombian pop",1
"ska, rock en espanol, mexican ska, latin rock",1
"bolero, latin alternative",1
"champeta, dancehall",1
"guaracha, rkt, techengue",1
"cumbia, rkt, turreo",1
"chilean trap, chilean mambo, trap latino",1
"popular colombian music, ranchera, corridos belicos",1
"freestyle, chilean trap",1
"corridos belicos, corrido, corridos tumbados",1
"japanese indie, city pop, shibuya-kei, j-r&b",1
"trap latino, chilean mambo, chilean trap",1
"ska, mexican ska, rock en espanol, mexican rock",1
"britpop, neo-psychedelic",1
"trova, bolero, mariachi, nueva trova, ranchera",1
"rock en espanol, latin rock, latin alternative",1
"salsa choke, colombian pop, latin alternative",1
"cumbia nortena, musica mexicana",1
"uk drill, drill, grime, uk grime",1
"anime, j-rock",1
"electro corridos, dembow belico, corridos belicos, corridos tumbados, corrido",1
"brazilian pop, brazilian bass",1
"cumbia, dembow belico, cumbia sonidera",1
"sertanejo, sertanejo universitario, forro, arrocha, brazilian pop",1
"merengue, trap latino",1
"post-grunge, alternative metal, nu metal",1
dub,1
"corrido, corridos tumbados, sierreno, sad sierreno, banda, corridos belicos, norteno, musica mexicana",1
"neoperreo, argentine trap",1
"hard techno, tekno, techno, hardcore techno",1
dansk rap,1
"k-pop, j-pop",1
"j-r&b, j-pop",1
"classic rock, southern rock, country rock",1
"afrobeats, afrobeat, highlife, afro adura, afropop, afropiano, nigerian drill, hiplife",1
"afro adura, afrobeats, afrobeat",1
"afro adura, alte, nigerian drill, afrobeat, afrobeats, afro soul",1
"ghazal, qawwali, sufi, indian indie, hindi indie",1
"disco polo, go-go",1
"proto-punk, new wave",1
"thai pop, thai rock, t-pop, luk thung, thai hip hop",1
"taiwanese indie, taiwanese pop, chinese indie, mandopop",1
"vietnamese lo-fi, v-pop, vietnam indie",1
"french rap, pop urbaine, rap ivoire",1
"3 step, afro tech, amapiano, afro house, gqom, afropiano",1
"pinoy hip hop, opm, pinoy rock, pinoy alternative, pinoy r&b, p-pop",1
"rai, moroccan pop, moroccan rap, arabic hip hop",1
"stutter house, edm trap",1
"kayokyoku, j-pop, enka",1
"latin afrobeats, afrobeats, afrobeat",1
"spanish-language reggae, reggae, argentine rock, latin rock, rock en espanol, ska, latin alternative",1
"bass house, moombahton, g-house",1
"dansktop, dansk pop, christmas",1
"chilean mambo, guaracha, reggaeton chileno, chilean trap, mambo, exotica",1
"3 step, amapiano, afro house, gqom, afro tech, afropiano, private school piano, afrobeats",1
"hard techno, techno, tekno, acid techno",1
"proto-punk, art rock",1
"japanese indie, j-rock, shoegaze, anime",1
"acid techno, hard techno, techno",1
"hyperpop, k-rap, electroclash",1
"moroccan pop, moroccan rap",1
"opm, harana, pinoy indie",1
"europop, manele",1
"amapiano, private school piano, 3 step, gqom, afropiano, bongo piano",1
"private school piano, amapiano, afro soul, 3 step, gqom, afro tech, afropop",1
"afrobeats, afrobeat, afropop, azonto, afro r&b, afropiano",1
"alte, sexy drill, afrobeat, afrobeats, nigerian drill",1
"epadunk, russelater, ragga",1
"chinese r&b, taiwanese indie, chinese hip hop, mandopop, c-pop, chinese indie, taiwanese pop",1
"3 step, amapiano",1
"3 step, amapiano, private school piano, afro soul, gqom",1
"huayno, cumbia, chicha, tropical music",1
"moroccan pop, moroccan rap, rai, arabic hip hop, moroccan chaabi",1
"sertanejo, agronejo, pagode, sertanejo universitario, piseiro",1
"moroccan pop, rai, moroccan rap, moroccan chaabi",1
"corrido, corridos belicos, norteno, sad sierreno, corridos tumbados",1
"afrobeats, afrobeat, afropop, alte, hiplife, afro adura, afro r&b, afropiano, afroswing",1
"norwegian pop, dansband, norsk rock",1
"rkt, reggaeton chileno, chilean mambo",1
"epadunk, ragga, russelater",1
"karadeniz folk, anatolian rock",1
"bongo piano, 3 step, amapiano, bongo flava, afropiano, gqom, afro tech",1
"indonesian indie, indonesian rock, pop punk, indorock",1
"flamenco pop, flamenco",1
"3 step, private school piano, amapiano, afro tech, gqom",1
"city pop, j-pop",1
"trip hop, jazz rap, jazz beats, nu jazz",1
"j-r&b, anime",1
"j-r&b, j-pop, japanese indie, j-rap, city pop",1
"j-pop, city pop",1
"afropiano, afro soul, afro r&b",1
"afro soul, afrobeats",1
"thai hip hop, luk thung, phleng phuea chiwit, thai pop",1
"3 step, afro tech, amapiano, gqom, afro house",1
"classic rock, yacht rock, soft rock",1
japanese classical,1
"guaracha, dancehall",1
"hyperpop, bedroom pop",1
deathcore,1
"duranguense, banda, grupera, musica mexicana, norteno",1
"pop, k-pop",1
"mollywood, tamil pop, kollywood, malayalam pop, malayalam hip hop",1
"malayalam pop, malayalam hip hop, mollywood",1
"indian indie, bollywood, sufi",1
"chilean mambo, rkt, reggaeton chileno, turreo, chilean trap, mambo",1
"alternative, indie",1
"minimal techno, electro",1
"gospel, worship, devotional, brazilian gospel",1
"brazilian rock, mpb, brazilian pop, brazilian hip hop, reggae",1
"devotional, gospel, worship, brazilian gospel",1
"pagode baiano, axe, piseiro, pagode, arrocha, brazilian pop, brazilian funk, forro",1
"piseiro, forro, arrocha, seresta, sertanejo, brega",1
"agronejo, brazilian funk",1
"cloud rap, witch house",1
"egyptian pop, mahraganat, egyptian shaabi",1
"indonesian indie, indonesian pop, indie, malay",1
"lagu timur, maluku, hipdut, funkot, dangdut, koplo, batak",1
"indonesian pop, malay, indonesian rock, indorock",1
"indonesian indie, indonesian pop, malay",1
"lagu timur, maluku, hipdut, indonesian hip hop, dangdut, funkot, koplo, batak",1
"hipdut, lagu timur, dangdut, koplo, funkot, malay",1
"indonesian indie, indonesian indie rock, indonesian rock, indonesian pop, indorock",1
"indonesian pop, malay, indonesian rock, malay pop, indorock",1
"lagu timur, indonesian hip hop, hipdut, maluku, dangdut, funkot",1
"italo dance, italian singer-songwriter",1
"arabesk, oyun havasi, karadeniz folk",1
"bikutsi, coupe decale, rumba congolaise",1
"vietnam indie, vietnamese hip hop, v-pop",1
"huayno, chicha, cumbia",1
"thai rock, thai pop, phleng phuea chiwit",1
"funk carioca, brazilian funk",1
"celtic, medieval",1
"colombian pop, latin alternative, latin indie",1
"amapiano, afropiano, gqom, private school piano, 3 step",1
"piseiro, sertanejo, pagode, forro, arrocha, sertanejo universitario",1
"telugu pop, tollywood, devotional",1
gospel r&b,1
"reggaeton mexa, reggaeton, electro corridos, dembow belico",1
"afropiano, amapiano, afrobeats, afrobeat",1
"nigerian drill, highlife",1
"opm, harana, pinoy indie, kundiman, p-pop",1
"turkish hip hop, anatolian rock",1
"chinese r&b, chinese indie, taiwanese indie, taiwanese pop, mandopop, c-pop",1
"mandopop, taiwanese pop, c-pop, chinese r&b, chinese indie",1
"folklore argentino, cuarteto",1
"tropical music, cumbia, candombe",1
"3 step, amapiano, gqom, maskandi, afropop, private school piano, bacardi",1
"amapiano, afropiano, gqom, afrobeats",1
"maskandi, 3 step, afropop, afro soul",1
"trova, singer-songwriter, nueva trova",1
"blues, classic blues, jazz blues, soul blues, blues rock",1
"egyptian hip hop, egyptian pop, arabic hip hop",1
"sufi, qawwali, ghazal, desi, hindi indie",1
"gqom, bacardi, amapiano",1
"amapiano, bacardi, gqom, maskandi, 3 step, private school piano",1
"latin r&b, reggaeton mexa",1
"emo, pop punk",1
"country, pop country",1
"variete francaise, chanson",1
"lagu timur, hipdut, funkot, maluku, budots, dangdut",1
"thai rock, thai pop, luk thung, t-pop",1
sufi,1
"indonesian pop, batak, malay",1
"spanish-language reggae, reggae",1
"french pop, variete francaise, chanson, french house, french indie pop",1
"indonesian jazz, indonesian pop, sholawat",1
"thai rock, thai pop, luk thung, phleng phuea chiwit, southern thai music",1
